@relation consultapopular

@attribute 'tweet' String
@attribute 'class' {SI, NO}
@data 
'@KaryEsmeraldas Efectivamente siempre estuvo la cancha inclinada a favor del SI el traidor @LENIN y sus complices  ', NO
'@KaryEsmeraldas Efectivamente siempre estuvo la cancha inclinada a favor del SI el traidor @LENIN y sus complices  ', NO
'@Lenin La consulta popular es una expresin de democracia directa. #PichinchaDiceS, ', SI
'@Lenin La consulta popular es una expresin de democracia directa. #PichinchaDiceS, ', SI
'@LeninistasEC @Lenin @VamosLenin @EstoyConLenin @RespaldoALenin @YoTeApoyoLenin @MilitantDigital #VotaTodoS con es  ', SI
'@MarioEcuador @jimmyjairala @Lenin @cendemocratico @CdPichincha @frentesomosec Votamos por un cambio votamos por das mejores #7VecesS, ', SI
'@MashiRafael Si van a hacerle enojar a Correa piensen en las consecuencias. #7VecesNO, ', NO
'@MCarvajalA @LeninistasEC @PresiDeTodos @MilitantDigital @MaximAccion35AP Por el pas de oportunidades #VotaTodoS  ', SI
'@MCarvajalA @LeninistasEC @PresiDeTodos @MilitantDigital @MaximAccion35AP Por el pas de oportunidades #VotaTodoS  ', SI
'@navasveracesar Entonces #TodoS, ', SI
'Sabes que no eres perfecto, así que no trates de parecerlo. Si te muestras tal y como eres tus colaboradores te verán como alguien en quien confiar #YoVotoSI ', SI
'#ConsultaPopularEc #YoVotoSi #ConsultaEc2018 #SOCIALISMO', SI
'Con 40min de atraso el @cnegobec da los resultados de conteo rpido, en todas las preguntas est ganando el #S ', SI
'#EcuadorVotaS #YoVotoS ', SI
'#YoVotoSi porque Ecuador necesita un cambio #7VecesSi ', SI
'consuelo de tontos.. Igual #7VECES SI', SI
'#AtuFuturodileSi porque votaremos #7Veces Si', SI
'S S S #7veces Sí Por un futuro con dignidad y respeto ', SI
'@LeninistasEC: Confa en que un nuevo Ecuador es posible #7VecesS…', SI
'#ATuFuturoDileS  #EcuadorDiceS ', SI
'El #pueblo hablo claro #EcuadorDiceSi', SI
'Porque este Gobierno va a caminar de la mano del pueblo en todas las decisiones por eso #EcuadorDiceSi', SI
'sii #EcuadorVotaS #AlFuturoDileS #EcuadorDiceS', SI
'#EcuadorUnido #VotaTodoSi ', SI
'VotatodoSi #SietevecesSi ', SI
'#ConsultaPopular2018 #Voto2018 #VotaTodoS ', SI
'@NoMoreNoNo1 @eltelegrafo @EcuadorTV @tctelevision @Gamavisionecu La ventaja que casi nadie ve a ese canal pereza  ', NO
'@NoMoreNoNo1 @eltelegrafo @EcuadorTV @tctelevision @Gamavisionecu La ventaja que casi nadie ve a ese canal pereza  ', NO
'@NoMoreNoNo1 @eltelegrafo @EcuadorTV @tctelevision @Gamavisionecu La ventaja que casi nadie ve a ese canal pereza  ', NO
'@NoNegligencia @AMTQuito Ojoo q es el centro econmico de la ciudad y cero control imaginate yo sigo reclamando con  ', NO
'@NoNegligencia @ElectricaQuito Si que somos patticos..., ', NO
'@NoNegligencia A mi en lugar de desilusin ya me da desesperacin ya que con tipejos como el del video solo me rec  ', NO
'@NoNegligencia A mi en lugar de desilusin ya me da desesperacin ya que con tipejos como el del video solo me rec  ', NO
'@ODigitalEc 1000 RAZONES PARA DECIR NONO a la consulta maosaNO a los mismos de siempre NO a las mafias  ', NO
'@paopaomilahaya @DemocraciaaSI @MashiRafael Doble alma saqueadores del pueblo todo Nooooooo., ', NO
'@Polificcion La nica forma de eliminar a los dictadores es con nuestro puo y letra... por eso #7VecesSi, ', SI
'@Polificcion La nica forma de eliminar a los dictadores es con nuestro puo y letra... por eso #7VecesSi, ', SI
'@ProgresistasEC Yo ha estos jams les dar mi voto por eso y por mi patria votar 7 veces no....  ', NO
'@QuitenaLibre Contra la corrupcin votar #SieteVecesSI, ', SI
'@QuitenaLibre Contra la corrupcin votar #SieteVecesSI, ', SI
'@QuitenaLibre Contra la corrupcin votar #SieteVecesSI, ', SI
'@RafaelVuelve 1000 RAZONES PARA DECIR NONO a la consulta maosaNO a los mismos de siempre NO a las mafias  ', NO
'@RafaelVuelve 1000 RAZONES PARA DECIR NONO a la consulta maosaNO a los mismos de siempre NO a las mafias  ', NO
'@ResistenciaCEc @MashiRafael En la historia se conoce de grandes traidores.@ppsesa es un pequeo bicho insignific  ', NO
'@ResistenciaCEc @MashiRafael En la historia se conoce de grandes traidores.@ppsesa es un pequeo bicho insignific  ', NO
'@sincerebror 1000 RAZONES PARA DECIR NONO a la consulta maosaNO a los mismos de siempre NO a las mafias  ', NO
'@sincerebror 1000 RAZONES PARA DECIR NONO a la consulta maosaNO a los mismos de siempre NO a las mafias  ', NO
'@SomosMasEc A ms de traidor es cnico sinverguenza y tonto q se cree muy vivo. Por eso 7 veces NO, ', NO
'@TelediarioEC Serrano ya sabemos que quieres la vicepresidencia traidor, ', NO
'@TodoPorLDU Nooooooo no puede ser el contrato del siguiente ao se lo gana con las actuaciones y el no ja demostrad  ', NO
'@TVNCanal @diegoesimbabura Asi se habla Dr Garca.. #7VecesNO  a la #consultamaosa.. Los traidores no pasaran.., ', NO
'@TVNCanal @diegoesimbabura Asi se habla Dr Garca.. #7VecesNO  a la #consultamaosa.. Los traidores no pasaran.., ', NO
'Los polticos dan asco  7 veces siiii  #Resultados2018, ', SI
'Los polticos dan asco  7 veces siiii  #Resultados2018, ', SI
'#7VecesSi  de acuerdo   ', SI
'#7VecesSi  de acuerdo   ', SI
'#Ecuador necesita nuevos lderes gente honesta ninguno de los que estn sirven para nada todos son aprovechados. #VotaTodoSi #VotoEnCasa', SI
'Ejerciendo mi derecho al #VotaTodoSi por un cambio en beneficio de todos quienes an tenemos esperanza en hacer un mejor pas..... Vamos Ecuador', SI
'Cumpliendo con mi deber... #ATuFuturoDileSi #VotaTodoSi ', SI
'vamos por esos churros #VotaTodoSi #ConsultaPopular2018', SI
'Mi voto fue SI por cambios profundos por paz por cerrar captulos de la historia previo una evaluacin profunda ecuador merece respuestas #ATuFuturoDileS #VotaTodoSi', SI
'Hoy voy a votar por mi patria #TodosVotamosSi #VotaTodoS #7VecesS', SI
'#7VecesSi #VotaTodoSi ', SI
'Siete veces #si Ecuatoriano ti voto es fundamental #VotaTodoSi', SI
'A votar por el SI #VotaTodoS', SI
'#ATuFuturoDileS Para que los políticos corruptos no puedan ejercer cargos pblicos #ATuFuturoDileS ', SI
'#ATuFuturoDileS ', SI
'Cumpliendo con mi deber... #ATuFuturoDileSi #VotaTodoSi', SI
'De nada Estamos presentes y decimos SI al futuro! #EcuadorDiceSi', SI
'#EcuadorDiceSi porque pensamos en el bien de nuestras familias ', SI
'La fiesta democrtica que vive hoy Ecuador es muestra de que deseamos un verdadero cambio #EcuadorDiceS ', SI
'#EcuadorSaleAVotar #EcuadorDiceS #AlFuturoDileS ', SI
'Mi hermana es de las despistadas que va a votar sin cdula #VotacionesEcuador #EcuadorDiceSi #RecorderisParaClaudia', SI
'#EcuadorVotaS #EcuadorDiceS ', SI
'#EcuadorDiceSi', SI
'#ConsultaPopular50 son los votantes de la OPOSICIN.Porcentaje adicional es lo que @Lenin gan al correato.#7VecesSi , ', SI
'#ConsultaPopular50 son los votantes de la OPOSICIN.Porcentaje adicional es lo que @Lenin gan al correato.#7VecesSi , ', SI
'#ConsultaPopular50 son los votantes de la OPOSICIN.Porcentaje adicional es lo que @Lenin gan al correato.#7VecesSi , ', SI
'#ConsultaPopular2018 con todo el nimo #7VecesSi  ', SI
'#ConsultaPopular2018 con todo el nimo #7VecesSi  ', SI
'#EcuadorDiceNO a la regresin en derechos NO a la designacin a dedo de 150 autoridades de control NO los especul  ', NO
'#EcuadorDiceNO a la regresin en derechos NO a la designacin a dedo de 150 autoridades de control NO los especul  ', NO
'#Entrevistas  Hablamos de una integralidad de la tarifa. Es necesario implementar el #SistemaInteligenteRecaudo pa  ', SI
'#Entrevistas  Hablamos de una integralidad de la tarifa. Es necesario implementar el #SistemaInteligenteRecaudo pa  ', SI
'#FelizNavidad  #Simple desde #Ecuador  para el #mundo .... #Navidad  ', SI
'#FelizNavidad  #Simple desde #Ecuador  para el #mundo .... #Navidad  ', SI
'#PichinchaDiceS ... QUIEN DICE , ', SI
'#Sigamos No hay otra opcin  ', SI
'#Sigamos No hay otra opcin  ', SI
'#SiMeBesasYoTeComoABesos gracias @SoyJandres #FelicesFiestas2017 #FelicesFiestas #Navidad #NavidadAlegre2017 desde  ', SI
'#SiMeBesasYoTeComoABesos gracias @SoyJandres #FelicesFiestas2017 #FelicesFiestas #Navidad #NavidadAlegre2017 desde  ', SI
'#VamosAlDebate por el NO va @MashiRafael y por el SI debera ir el #traidor., ', NO
'#VamosAlDebate x q la expresin del pueblo dice NO la #ConsultaMentirosa est induciendo q volvamos a los 90 a la  ', NO
'Vamos Ecuador #YoVotoSi #7VecesSi #Ecuador, ', SI
'Vamos Ecuador #YoVotoSi #7VecesSi #Ecuador, ', SI
'Vamos Ecuador #YoVotoSi #7VecesSi #Ecuador, ', SI
'753 personas con discapacidad con 75  y mayores de 65 aos a nivel nacional ejercen el #VotoEnCasa @1029fmDistrito  ', SI
'756 personas ejercern su derecho al voto en sus domicilios. Hoy se cumple #VotoEnCasa para personas mayores a 65 a  ', SI
'A ver shunshos que repiten #SieteVecesSI #7VecesSi lean este prrafo del anexo de la pregunta 3...ojo tampoco es ap  ', SI
'A ver shunshos que repiten #SieteVecesSI #7VecesSi lean este prrafo del anexo de la pregunta 3...ojo tampoco es ap  ', SI
'A ver shunshos que repiten #SieteVecesSI #7VecesSi lean este prrafo del anexo de la pregunta 3...ojo tampoco es ap  ', SI
'A ver shunshos que repiten #SieteVecesSI #7VecesSi lean este prrafo del anexo de la pregunta 3...ojo tampoco es ap  ', SI
'Aqu  estamos Presidente  #7VecesS #GuayaquilVotaSI #GuayasDiceS #GuayaquildiceSI @marialevicuna @HumanistasEC  ', SI
'Aqu  estamos Presidente  #7VecesS #GuayaquilVotaSI #GuayasDiceS #GuayaquildiceSI @marialevicuna @HumanistasEC  ', SI
'Aqu  estamos Presidente  #7VecesS #GuayaquilVotaSI #GuayasDiceS #GuayaquildiceSI @marialevicuna @HumanistasEC  ', SI
'Aqu  estamos Presidente  #7VecesS #GuayaquilVotaSI #GuayasDiceS #GuayaquildiceSI @marialevicuna @HumanistasEC  ', SI
'As es este Correa.... por eso #PensandoPositivoTodoSI #TodoSi #LaConsultaTodoSi  ', SI
'As es este Correa.... por eso #PensandoPositivoTodoSI #TodoSi #LaConsultaTodoSi  ', SI
'As es este Correa.... por eso #PensandoPositivoTodoSI #TodoSi #LaConsultaTodoSi  ', SI
'As es este Correa.... por eso #PensandoPositivoTodoSI #TodoSi #LaConsultaTodoSi  ', SI
'As es este Correa.... por eso #PensandoPositivoTodoSI #TodoSi #LaConsultaTodoSi  ', SI
'AyayayPueden llamarle bachiller banquero chulquero y hasta amigo del traidor pero esto... Esto si le duele  ', NO
'AyayayPueden llamarle bachiller banquero chulquero y hasta amigo del traidor pero esto... Esto si le duele  ', NO
'Bueno los que botaron #SieteVecesSI son los nuevos borregos o son una clase nueva de semovientes, ', SI
'Bueno los que botaron #SieteVecesSI son los nuevos borregos o son una clase nueva de semovientes, ', SI
'Bueno los que botaron #SieteVecesSI son los nuevos borregos o son una clase nueva de semovientes, ', SI
'Bueno renovar la #SuperHincha2018 #SiempreLiguista y pasar fin de ao...  ', SI
'Bueno renovar la #SuperHincha2018 #SiempreLiguista y pasar fin de ao...  ', SI
'Chaaaaooooo que te vaya bonito #EcuadorDiceSi, ', SI
'Chaaaaooooo que te vaya bonito #EcuadorDiceSi, ', SI
'Claro que SI @chitoveraUFC gana hoy en #UFCxFOX y maana claro que SI gana #Ecuador #EcuadorDiceSi  ', SI
'Claro que SI @chitoveraUFC gana hoy en #UFCxFOX y maana claro que SI gana #Ecuador #EcuadorDiceSi  ', SI
'Claro que SI @chitoveraUFC gana hoy en #UFCxFOX y maana claro que SI gana #Ecuador #EcuadorDiceSi  ', SI
'Claro que SI @chitoveraUFC gana hoy en #UFCxFOX y maana claro que SI gana #Ecuador #EcuadorDiceSi  ', SI
'Con el corazn que la democracia se enriquezca con su voto @Lenin #EcuadorDiceS  ', SI
'Con la bandera del #Ecuador en la mano nuestro lder #GustavoLarrea llama a votar este domingo #7VecesS y agrad  ', SI
'Con toda seguridad les digo que no solo incumplen el tema de las puertas. #CrnlRamrez #Sidprobac #Quito  ', SI
'Con toda seguridad les digo que no solo incumplen el tema de las puertas. #CrnlRamrez #Sidprobac #Quito  ', SI
'Corre que te den a ti la vicepresidencia traidor  dinero electronico dado a la.banca sucia refineria del pacifico  ', NO
'Cuando tu hermana te manda foto de SU regalo navideo diciendo mira lo que teneMOS. #LoveIt #SisterLove, ', SI
'Cuando tu hermana te manda foto de SU regalo navideo diciendo mira lo que teneMOS. #LoveIt #SisterLove, ', SI
'Cumpliendo con mi deber... #ATuFuturoDileSi #VotaTodoSi  ', SI
'Cumpliendo con mi deber... #ATuFuturoDileSi #VotaTodoSi  ', SI
'Cumpliendo con mi deber... #ATuFuturoDileSi #VotaTodoSi  ', SI
'Desde @frentesomos apoyamos el S en las siete preguntas de la #ConsultaPopular. Entrevista @teleramaec#7VecesS  ', SI
'Desde @frentesomos apoyamos el S en las siete preguntas de la #ConsultaPopular. Entrevista @teleramaec#7VecesS  ', SI
'Despidiendo el ao como se debe #SiSeRespeta #BjStyles #FriendsCole  ', SI
'Despidiendo el ao como se debe #SiSeRespeta #BjStyles #FriendsCole  ', SI
'El #Silencio y la #Sonrisa   ', SI
'El #Silencio y la #Sonrisa   ', SI
'El 4 de febrero yo voto #SI#7VecesSI #asiSi#votaSI#VotaTodoSi2a. parte videovia @ResistenciaEC1  ', SI
'El 4 de febrero yo voto #SI#7VecesSI #asiSi#votaSI#VotaTodoSi2a. parte videovia @ResistenciaEC1  ', SI
'El 4 de febrero yo voto #SI#7VecesSI #asiSi#votaSI#VotaTodoSi2a. parte videovia @ResistenciaEC1  ', SI
'El 4 de febrero yo voto #SI#7VecesSI #asiSi#votaSI#VotaTodoSi2a. parte videovia @ResistenciaEC1  ', SI
'El 4 de febrero yo voto #SI#7VecesSI #asiSi#votaSI#VotaTodoSi2a. parte videovia @ResistenciaEC1  ', SI
'El 4 de febrero yo voto #SI#7VecesSI #asiSi#votaSI#VotaTodoSi2a. parte videovia @ResistenciaEC1  ', SI
'El 4 de febrero yo voto #SI#7VecesSI #asiSi#votaSI#VotaTodoSi2a. parte videovia @ResistenciaEC1  ', SI
'El 4 de febrero yo voto #SI#7VecesSI #asiSi#votaSI#VotaTodoSi2a. parte videovia @ResistenciaEC1  ', SI
'El 4 de febrero yo voto #SI#7VecesSI #asiSi#votaSI#VotaTodoSi  1a. parte video via @ResistenciaEC1  ', SI
'El 4 de febrero yo voto #SI#7VecesSI #asiSi#votaSI#VotaTodoSi  1a. parte video via @ResistenciaEC1  ', SI
'El 4 de febrero yo voto #SI#7VecesSI #asiSi#votaSI#VotaTodoSi  1a. parte video via @ResistenciaEC1  ', SI
'El 4 de febrero yo voto #SI#7VecesSI #asiSi#votaSI#VotaTodoSi  1a. parte video via @ResistenciaEC1  ', SI
'El 4 de febrero yo voto #SI#7VecesSI #asiSi#votaSI#VotaTodoSi  1a. parte video via @ResistenciaEC1  ', SI
'El 4 de febrero yo voto #SI#7VecesSI #asiSi#votaSI#VotaTodoSi  1a. parte video via @ResistenciaEC1  ', SI
'El 4 de febrero yo voto #SI#7VecesSI #asiSi#votaSI#VotaTodoSi  1a. parte video via @ResistenciaEC1  ', SI
'El 4 de febrero yo voto #SI#7VecesSI #asiSi#votaSI#VotaTodoSi  1a. parte video via @ResistenciaEC1  ', SI
'El domingo no hay ms opciones #7VecesSi, ', SI
'El domingo no hay ms opciones #7VecesSi, ', SI
'El S le saca piut al No...Correa ests acabado El venir a ECU ayud muchsimo a que se recupe el S#7 veces si, ', SI
'El S le saca piut al No...Correa ests acabado El venir a ECU ayud muchsimo a que se recupe el S#7 veces si, ', SI
'El S le saca piut al No...Correa ests acabado El venir a ECU ayud muchsimo a que se recupe el S#7 veces si, ', SI
'En cierre de campaa en la Michelena sur de #Quito #7VecesSi  ', SI
'En cierre de campaa en la Michelena sur de #Quito #7VecesSi  ', SI
'En Ecuador  el nico resultado que aceptamos es #7VecesSiSi fuese ftbol  7  0#FueraCorreaFuera, ', SI
'En Ecuador  el nico resultado que aceptamos es #7VecesSiSi fuese ftbol  7  0#FueraCorreaFuera, ', SI
'En Ecuador  el nico resultado que aceptamos es #7VecesSiSi fuese ftbol  7  0#FueraCorreaFuera, ', SI
'En la #ConsultaPopular #VotaS Por las libertadesPor la democraciaPor nuestrxs hijosPor la PachamamaPor la hon  ', SI
'En serio Noooo... ser patanto Y si es verdad cmo as lo dejan libre  ', NO
'Formemos parte de esta iniciativa y votemos  #7VecesSi en la consulta popular de este prximo Febrero los espero a  ', SI
'Formemos parte de esta iniciativa y votemos  #7VecesSi en la consulta popular de este prximo Febrero los espero a  ', SI
'Gracias por visitarnos qurrida @mfespinosaEC seguimos en pie de lucha. En un solo sentir #7VecesS respaldando  ', SI
'Gracias por visitarnos qurrida @mfespinosaEC seguimos en pie de lucha. En un solo sentir #7VecesS respaldando  ', SI
'Hemos cumplido con nuestro derecho #7VecesSi #ElPaisquiereunCambio @Lenin @PresidenciaEc  ', SI
'Vamos !! #EcuadorVotaSi #AlFuturoDileS #EcuadorDiceS ', SI
'Por mi Ecuador #EcuadorDiceSi', SI
'Por un mejor futuro para los nuestros #EcuadorDiceSi ', SI
'Con esperanza #EcuadorDiceS ', SI
'Con alegría y mucho entusiasmo #EcuadorDiceSi #7VecesSi @Lenin ', SI
'SUFRAGIO LIBRE #EcuadorDiceSi #Elecciones2018', SI
'Qu pereza ir a votar #EcuadorDiceSi #EleccionesCR', SI
'#7VecesSi #EcuadorDiceSi ', SI
'Vamo ah con fe A enterrar el pasado de corrupcin  #EcuadorDiceS ', SI
'#EcuadorDiceSi ', SI
'#7VecesSi por nuestro pas por nuestro futuro #EcuadorDiceSi ', SI
'Hoy Ecuador dice SI para mejorar el pas #Ecuador #EcuadorSaleAVotar #EcuadorDiceSi #EcuadorEnDemocracia', SI
'A votar por un futuro con ms y mejores oportunidades por la democracia por nuestro pas #EcuadorDiceSi #ATuFuturoDileSi ', SI
'Maana raya todo S #ATuFuturoDileS #EcuadorDiceS  ', SI
'RT marialevicuna: #EcuadorDiceS por un mejor futuro para cada familia ecuatoriana ', SI
'#ATuFuturoDileS #EcuadorDiceS ', SI
'#EcuadorDiceSi', SI
'Hemos cumplido con nuestro derecho #7VecesSi #ElPaisquiereunCambio @Lenin @PresidenciaEc  ', SI
'Hemos cumplido con nuestro derecho #7VecesSi #ElPaisquiereunCambio @Lenin @PresidenciaEc  ', SI
'Hoy estuvimos en el ltimo #SimulacroNacional Todo listo para que la ciudadana acuda a las urnas el prximo 4 de f  ', SI
'Hoy estuvimos en el ltimo #SimulacroNacional Todo listo para que la ciudadana acuda a las urnas el prximo 4 de f  ', SI
'Hoy se sinti miles de  ardientes gritando #S y #7VecesS por la democracia y contra la corrupcin.  ', SI
'Hoy se sinti miles de  ardientes gritando #S y #7VecesS por la democracia y contra la corrupcin.  ', SI
'La #ConsultaPopular  es una demanda del pueblo para acabar con el autoritarismo y la corrupcin#VotaS siete veces  ', SI
'La #ConsultaPopular  es una demanda del pueblo para acabar con el autoritarismo y la corrupcin#VotaS siete veces  ', SI
'La cancha siempre ha estado inclinada a favor del SI el traidor @LENIN y sus complices de la prensa corrupta. Ma  ', NO
'La cancha siempre ha estado inclinada a favor del SI el traidor @LENIN y sus complices de la prensa corrupta. Ma  ', NO
'La razn ms importante para votar #7VecesSi es el deseo de un mejor pas para las nuevas generaciones. Ejercimos  ', SI
'La razn ms importante para votar #7VecesSi es el deseo de un mejor pas para las nuevas generaciones. Ejercimos  ', SI
'La sinvergenza impostora y traidora de Fernanda Espinoza recordando nombres de ilustres personalidades que unas de  ', NO
'La nica forma de eliminar a los dictadores es con nuestro puo y letra... por eso #7VecesSi  ', SI
'La nica forma de eliminar a los dictadores es con nuestro puo y letra... por eso #7VecesSi  ', SI
'Las llenas estan  preparando negociar como comerse al compaero  Gorge Glas  con el traidor inepto que para eso si es bueno, ', NO
'Lo bueno de estar casado es que nunca ests solo y lo malo es QUE NUNCA ESTAS SOLO #UltimamenteSiento #SiSupieras, ', SI
'Lo bueno de estar casado es que nunca ests solo y lo malo es QUE NUNCA ESTAS SOLO #UltimamenteSiento #SiSupieras, ', SI
'Lo bueno de estar casado es que nunca ests solo y lo malo es QUE NUNCA ESTAS SOLO #UltimamenteSiento #SiSupieras, ', SI
'Los jvenes le dicen SI al futuro#VotaTodoS  ', SI
'Los jvenes le dicen SI al futuro#VotaTodoS  ', SI
'No profundizan la democracia sino el camuflaje en las preguntas para poder ganar. Solo as lo logro el traidor porq  ', NO
'Nose que mensaje le daran al pueblo los traidores  adesir que es confabulando con laderecha   ese mensaje es bueno  ', NO
'Nunca en mi vida he dicho 7 veces si esta vez con voz firme y mano dura dir Si a la consulta #7VecesSi  ', SI
'Nunca en mi vida he dicho 7 veces si esta vez con voz firme y mano dura dir Si a la consulta #7VecesSi  ', SI
'Nunca en mi vida he dicho 7 veces si esta vez con voz firme y mano dura dir Si a la consulta #7VecesSi  ', SI
'Nunca en mi vida he dicho 7 veces si esta vez con voz firme y mano dura dir Si a la consulta #7VecesSi  ', SI
'Por la democracia y unin de todo un pas #VotaTodoS  ', SI
'Por nuestra Patria por nuestro futuro #VotaTodoS  ', SI
'Porque el gobierno de Moreno se aprovecha de la ignorancia de las personas para que voten SI a todas las preguntas #YoVotoNO, ', NO
'Porque la ternura es la respuesta a todas las preguntas #7VecesS   ', SI
'Recorrimos Quito de norte a sur explicando a cada ciudadano el porqu votar #7VecesS @Lenin @jimmyjairala  ', SI
'Seguimos recorriendo activando #TOdosPorelSI @HumanistasEC #humanistasConLenin #7VecesS  ', SI
'Seguimos recorriendo activando #TOdosPorelSI @HumanistasEC #humanistasConLenin #7VecesS  ', SI
'Segundo #SimulacroNacional del Referndum y #ConsultaPopular 2018. Se pone a prueba el 100 de recursos tecnolgico  ', SI
'Segundo #SimulacroNacional del Referndum y #ConsultaPopular 2018. Se pone a prueba el 100 de recursos tecnolgico  ', SI
'Si algo pasa con la integridad de @MashiRafael l responsable es el gobierno. Por tanto #NOaLaViolenciaMoreNO, ', NO
'Si todava estas indeciso sobre como votar. Ac una ayuda. #ConsultaPopular2018#DilesNo#EcuadorEnDemocracia  ', NO
'Si usted vota si. El pueblo vota NO.  ', SI
'Si usted vota si. El pueblo vota NO.  ', SI
'Si usted vota si. El pueblo vota NO.  ', SI
'Si y #7VecesSi en la #Consulta Popular  ', SI
'Si y #7VecesSi en la #Consulta Popular  ', SI
'Si y #7VecesSi en la #Consulta Popular  ', SI
'Si Si 7 veces si  #EcuadorSaleAVotar, ', SI
'Si Si 7 veces si  #EcuadorSaleAVotar, ', SI
'Si Si 7 veces si  #EcuadorSaleAVotar, ', SI
'Si Si 7 veces si  #EcuadorSaleAVotar, ', SI
'Siempre es posible empezar nuevamente dar a luz una estrella danzante. #EcuadorDiceSi  ', SI
'Siempre es posible empezar nuevamente dar a luz una estrella danzante. #EcuadorDiceSi  ', SI
'Siempre es posible empezar nuevamente dar a luz una estrella danzante. #EcuadorDiceSi  ', SI
'Siempre es posible empezar nuevamente dar a luz una estrella danzante. #EcuadorDiceSi  ', SI
'Trabajar en la #transparencia de nuestra institucionalidad es un compromiso de todos y todas por eso #VotaTodoS  ', SI
'Triunfo potente e inevitable contundente 2 a 1 del #7VecesS @Lenin  sino #VayaYPregunte , ', SI
'Triunfo potente e inevitable contundente 2 a 1 del #7VecesS @Lenin  sino #VayaYPregunte , ', SI
'Usted que les deca borregos a los correistas es el mismo que ahora dice #SieteVecesSI #7VecesSi El mismo nive  ', SI
'Usted que les deca borregos a los correistas es el mismo que ahora dice #SieteVecesSI #7VecesSi El mismo nive  ', SI
'Usted que les deca borregos a los correistas es el mismo que ahora dice #SieteVecesSI #7VecesSi El mismo nive  ', SI
'Usted que les deca borregos a los correistas es el mismo que ahora dice #SieteVecesSI #7VecesSi El mismo nive  ', SI
'Usted que vot #SietevecesSI mire el despliegue para las declaraciones de @MashiRafael en Guayaquil y entender que  ', SI
'Usted que vot #SietevecesSI mire el despliegue para las declaraciones de @MashiRafael en Guayaquil y entender que  ', SI
'Usted que vot #SietevecesSI mire el despliegue para las declaraciones de @MashiRafael en Guayaquil y entender que  ', SI
'Vamos todo Ecuador a decirle #SiY7VecesS a la #ConsultaPopularEc  #CampaaAlegriaXelS  ', SI
'Vamos todo Ecuador a decirle #SiY7VecesS a la #ConsultaPopularEc  #CampaaAlegriaXelS  ', SI
'Vez mmv @ResistenciaCEc y vos que le tachas a Lenin de traidor la economa ya progresa y vos andas de pesimista :V  ', NO
'Vez mmv @ResistenciaCEc y vos que le tachas a Lenin de traidor la economa ya progresa y vos andas de pesimista :V  ', NO
'Y no me equivoco al construir habilidades de #InteligenciaEmocional en el aula. #educacion #SigloXXI  ', SI
'#EcuadorVotaS #EcuadorDiceS ', SI
'#EcuadorUnido #VotaTodoSi ', SI
'VotatodoSi #SietevecesSi ', SI
'#ConsultaPopular2018 #Voto2018 #VotaTodoS ', SI
'Vamo ah #EcuadorDiceSi', SI
'Maana todos somos Ecuador #ATuFuturoDileS #EcuadorDiceS ', SI
'#EcuadorDiceS porque somos gente honesta y trabajadora. ', SI
'Y no me equivoco al construir habilidades de #InteligenciaEmocional en el aula. #educacion #SigloXXI  ', SI
'Ya no anden publicando sus renovaciones de #SuperHincha2018 #SiempreLiguista que yo no lo puedo hacer , ', SI
'Ya no anden publicando sus renovaciones de #SuperHincha2018 #SiempreLiguista que yo no lo puedo hacer , ', SI
